Name,Sector,Category,,
CFIN Citizens Financial Corp,Financial Services,Life/Health Insurance,,
CIA Citizens Inc,Financial Services,Life/Health Insurance,,
CNO CNO Financial Group Inc,Financial Services,Life/Health Insurance,,
EHTH eHealth Inc,Financial Services,Life/Health Insurance,,
EIG Employers Holdings Inc,Financial Services,Life/Health Insurance,,
FFG FBL Financial Group Inc,Financial Services,Life/Health Insurance,,
FLFG Federal Life Group Inc,Financial Services,Life/Health Insurance,,
GNW Genworth Financial Inc,Financial Services,Life/Health Insurance,,
"GL,C Globe Life Inc",Financial Services,Life/Health Insurance,,
GL Globe Life Inc,Financial Services,Life/Health Insurance,,
GRTYA Guaranty Corp,Financial Services,Life/Health Insurance,,
IHC Independence Holding Co,Financial Services,Life/Health Insurance,,
JALC John Adams Life Corp,Financial Services,Life/Health Insurance,,
KCLI Kansas City Life Insurance Co,Financial Services,Life/Health Insurance,,
LINSA Life Insurance Company of Alabama,Financial Services,Life/Health Insurance,,
LINS Life Insurance Company of Alabama,Financial Services,Life/Health Insurance,,
LNC Lincoln National Corp,Financial Services,Life/Health Insurance,,
MHNC Maiden Holdings North America Ltd,Financial Services,Life/Health Insurance,,
"MET,E MetLife Inc",Financial Services,Life/Health Insurance,,
"MET,A MetLife Inc",Financial Services,Life/Health Insurance,,
MET MetLife Inc,Financial Services,Life/Health Insurance,,
NWLI National Western Life Group Inc,Financial Services,Life/Health Insurance,,
OICT Oicintra Inc,Financial Services,Life/Health Insurance,,
PKIN Pekin Life Insurance Co,Financial Services,Life/Health Insurance,,
PRI Primerica Inc,Financial Services,Life/Health Insurance,,
PFG Principal Financial Group Inc,Financial Services,Life/Health Insurance,,
RGA Reinsurance Group of America Inc,Financial Services,Life/Health Insurance,,
RZA Reinsurance Group of America Inc,Financial Services,Life/Health Insurance,,
RZB Reinsurance Group of America Inc,Financial Services,Life/Health Insurance,,
SNFCA Security National Financial Corp,Financial Services,Life/Health Insurance,,
UNM Unum Group,Financial Services,Life/Health Insurance,,
UNMA Unum Group,Financial Services,Life/Health Insurance,,
UTGN UTG Inc,Financial Services,Life/Health Insurance,,
VERY Vericity Inc,Financial Services,Life/Health Insurance,,
"VOYA,B Voya Financial Inc",Financial Services,Life/Health Insurance,,
VOYA Voya Financial Inc,Financial Services,Life/Health Insurance,,
NWLI National Western Life Group Inc,Financial Services,Life/Health Insurance,,
OICT Oicintra Inc,Financial Services,Life/Health Insurance,,
PKIN Pekin Life Insurance Co,Financial Services,Life/Health Insurance,,
PRI Primerica Inc,Financial Services,Life/Health Insurance,,
PFG Principal Financial Group Inc,Financial Services,Life/Health Insurance,,
RGA Reinsurance Group of America Inc,Financial Services,Life/Health Insurance,,
RZA Reinsurance Group of America Inc,Financial Services,Life/Health Insurance,,
RZB Reinsurance Group of America Inc,Financial Services,Life/Health Insurance,,
SNFCA Security National Financial Corp,Financial Services,Life/Health Insurance,,
UNM Unum Group,Financial Services,Life/Health Insurance,,
UNMA Unum Group,Financial Services,Life/Health Insurance,,
UTGN UTG Inc,Financial Services,Life/Health Insurance,,
VERY Vericity Inc,Financial Services,Life/Health Insurance,,
"VOYA,B Voya Financial Inc",Financial Services,Life/Health Insurance,,
VOYA Voya Financial Inc,Financial Services,Life/Health Insurance,,
AMTB Amerant Bancorp Inc,Financial Services,,,
AMTBB Amerant Bancorp Inc,Financial Services,Major Banks,,
AMNB American National Bankshares Inc,Financial Services,Major Banks,,
AQFH Aquesta Bank,Financial Services,Major Banks,,
"BAC,C Bank of America Corp",Financial Services,Major Banks,,
"BAC,N Bank of America Corp",Financial Services,Major Banks,,
"BAC,M Bank of America Corp",Financial Services,Major Banks,,
"BAC,K Bank of America Corp",Financial Services,Major Banks,,
BAC Bank of America Corp,Financial Services,Major Banks,,
"BAC,L Bank of America Corp",Financial Services,Major Banks,,
"BML,L Bank of America Corp",Financial Services,Major Banks,,
"BAC,E Bank of America Corp",Financial Services,Major Banks,,
"MER,K Bank of America Corp",Financial Services,Major Banks,,
BACRP Bank of America Corp,Financial Services,Major Banks,,
"BML,J Bank of America Corp",Financial Services,Major Banks,,
"BAC,N Bank of America Corp",Financial Services,Major Banks,,
"BAC,M Bank of America Corp",Financial Services,Major Banks,,
"BAC,K Bank of America Corp",Financial Services,Major Banks,,
"BAC,B Bank of America Corp",Financial Services,Major Banks,,
BCAL Bank of Southern California NA,Financial Services,Major Banks,,
"BBT,F BB&T Corp",Financial Services,Major Banks,,
"BBT,G BB&T Corp",Financial Services,Major Banks,,
"BBT,H BB&T Corp",Financial Services,Major Banks,,
BBT BB&T Corp,Financial Services,Major Banks,,
CADE Cadence Bancorp,Financial Services,Major Banks,,
CAIB California International Bank,Financial Services,Major Banks,,
CBNK Capital Bancorp Inc,Financial Services,Major Banks,,
COF Capital One Financial Corp,Financial Services,Major Banks,,
"COF,G Capital One Financial Corp",Financial Services,Major Banks,,
"COF,H Capital One Financial Corp",Financial Services,Major Banks,,
"COF,D Capital One Financial Corp",Financial Services,Major Banks,,
"COF,C Capital One Financial Corp",Financial Services,Major Banks,,
"COF,P Capital One Financial Corp",Financial Services,Major Banks,,
"COF,I Capital One Financial Corp",Financial Services,Major Banks,,
COF Capital One Financial Corp,Financial Services,Major Banks,,
CBTX CBTX Inc,Financial Services,Major Banks,,
CIT CIT Group Inc,Financial Services,Major Banks,,
CCVS Citizens Commerce Bancshares Inc,Financial Services,Major Banks,,
CZNL Citizens National Corp,Financial Services,Major Banks,,
CHCO City Holding Co,Financial Services,Major Banks,,
CMA Comerica Inc,Financial Services,Major Banks,,
CNUN Community Banshares Inc Ohio,Financial Services,Major Banks,,
CMHF Middletown Valley Bank,Financial Services,Major Banks,,
DNBF DNB Financial Corp,Financial Services,Major Banks,,
ESQ Esquire Financial Holdings Inc,Financial Services,Major Banks,,
FBK FB Financial Corp,Financial Services,Major Banks,,
FMIA First National Bancorp Inc,Financial Services,Major Banks,,
HOPE Hope Bancorp Inc,Financial Services,Major Banks,,
IBWC IBW Financial Corp,Financial Services,Major Banks,,
ILCM Illinois Community Bancorp Inc,Financial Services,Major Banks,,
JPM JPMorgan Chase & Co,Financial Services,Major Banks,,
"JPM,A JPMorgan Chase & Co",Financial Services,Major Banks,,
"JPM,F JPMorgan Chase & Co",Financial Services,Major Banks,,
"JPM,G JPMorgan Chase & Co",Financial Services,Major Banks,,
"JPM,H JPMorgan Chase & Co",Financial Services,Major Banks,,
"JPM,C JPMorgan Chase & Co",Financial Services,Major Banks,,
"JPM,D JPMorgan Chase & Co",Financial Services,Major Banks,,
KEY KeyCorp,Financial Services,Major Banks,,
"KEY,K KeyCorp",Financial Services,Major Banks,,
"KEY,J KeyCorp",Financial Services,Major Banks,,
"KEY,I KeyCorp",Financial Services,Major Banks,,
LFGP Ledyard Financial Group Inc,Financial Services,Major Banks,,
MANR Manor Bank,Financial Services,Major Banks,,
MCB Metropolitan Bank Holding Corp,Financial Services,Major Banks,,
MSLXP MidSouth Bancorp Inc,Financial Services,Major Banks,,
NCNB Northern California National Bank,Financial Services,Major Banks,,
NUBC Northumberland Bancorp,Financial Services,Major Banks,,
OAKV Oak View National Bank,Financial Services,Major Banks,,
PRK Park National Corp,Financial Services,Major Banks,,
PKKW Parkway Acquisition Corp,Financial Services,Major Banks,,
PBCTP People's United Financial Inc,Financial Services,Major Banks,,
PBCT People's United Financial Inc,Financial Services,Major Banks,,
PEBO Peoples Bancorp Inc,Financial Services,Major Banks,,
PRMY Primary Bank,Financial Services,Major Banks,,
RF Regions Financial Corp,Financial Services,Major Banks,,
"RF,C Regions Financial Corp",Financial Services,Major Banks,,
"RF,A Regions Financial Corp",Financial Services,Major Banks,,
"RF,B Regions Financial Corp",Financial Services,Major Banks,,
RMBI Richmond Mutual Bancorporation Inc,Financial Services,Major Banks,,
SFNC Simmons First National Corp,Financial Services,Major Banks,,
TCF TCF Financial Corp,Financial Services,Major Banks,,
TCFCP TCF Financial Corp,Financial Services,Major Banks,,
BK Bank of New York Mellon Corp,Financial Services,Major Banks,,
"BK,C Bank of New York Mellon Corp",Financial Services,Major Banks,,
FBMS First Bancshares Inc (Mississippi),Financial Services,Major Banks,,
FSDK First Citizens National Bank of Upper Sandusky OH,Financial Services,Major Banks,,
FIGR First National Bank of Groton,Financial Services,Major Banks,,
PNC PNC Financial Services Group Inc,Financial Services,Major Banks,,
"PNC,P PNC Financial Services Group Inc",Financial Services,Major Banks,,
PNCFO PNC Financial Services Group Inc,Financial Services,Major Banks,,
"PNC,Q PNC Financial Services Group Inc",Financial Services,Major Banks,,
PUNB Putnam County National Bank of Carmel,Financial Services,Major Banks,,
TSHR Three Shores BanCorp Inc,Financial Services,Major Banks,,
TYBT Trinity Bank National Assocation,Financial Services,Major Banks,,
USB U.S. Bancorp,Financial Services,Major Banks,,
"USB,H U.S. Bancorp",Financial Services,Major Banks,,
"USB,A U.S. Bancorp",Financial Services,Major Banks,,
"USB,M U.S. Bancorp",Financial Services,Major Banks,,
"USB,P U.S. Bancorp",Financial Services,Major Banks,,
"USB,O U.S. Bancorp",Financial Services,Major Banks,,
"AIG,A American International Group Inc",Financial Services,Multi-Line Insurance,,
AIG American International Group Inc,Financial Services,Multi-Line Insurance,,
ARGD Argo Group US Inc,Financial Services,Multi-Line Insurance,,
ASIN AS Capital Inc,Financial Services,Multi-Line Insurance,,
"AGO,F Assured Guaranty Municipal Holdings Inc",Financial Services,Multi-Line Insurance,,
"AGO,E Assured Guaranty Municipal Holdings Inc",Financial Services,Multi-Line Insurance,,
"AGO,B Assured Guaranty Municipal Holdings Inc",Financial Services,Multi-Line Insurance,,
AAME Atlantic American Corp,Financial Services,Multi-Line Insurance,,
BRK.B Berkshire Hathaway Inc,Financial Services,Multi-Line Insurance,,
BRK.A Berkshire Hathaway Inc,Financial Services,Multi-Line Insurance,,
CNA CNA Financial Corp,Financial Services,Multi-Line Insurance,,
DGICB Donegal Group Inc,Financial Services,Multi-Line Insurance,,
DGICA Donegal Group Inc,Financial Services,Multi-Line Insurance,,
FPLF First Pet Life Inc,Financial Services,Multi-Line Insurance,,
HMN Horace Mann Educators Corp,Financial Services,Multi-Line Insurance,,
KMPR Kemper Corp,Financial Services,Multi-Line Insurance,,
KNSL Kinsale Capital Group Inc,Financial Services,Multi-Line Insurance,,
NODK NI Holdings Inc,Financial Services,Multi-Line Insurance,,
"HIG,G Hartford Financial Services Group Inc",Financial Services,Multi-Line Insurance,,
HIG Hartford Financial Services Group Inc,Financial Services,Multi-Line Insurance,,
HGH Hartford Financial Services Group Inc,Financial Services,Multi-Line Insurance,,
PIHPP 1347 Property Insurance Holdings Inc,Financial Services,Property/Casaulty Insurance,,
PIH 1347 Property Insurance Holdings Inc,Financial Services,Property/Casaulty Insurance,,
ACMTA ACMAT Corp,Financial Services,Property/Casaulty Insurance,,
ACMT ACMAT Corp,Financial Services,Property/Casaulty Insurance,,
Y Alleghany Corp,Financial Services,Property/Casaulty Insurance,,
AFGE American Financial Group Inc,Financial Services,Property/Casaulty Insurance,,
AFGH American Financial Group Inc,Financial Services,Property/Casaulty Insurance,,
AFGB American Financial Group Inc,Financial Services,Property/Casaulty Insurance,,
AFG American Financial Group Inc,Financial Services,Property/Casaulty Insurance,,
AFSIP AmTrust Financial Services Inc,Financial Services,Property/Casaulty Insurance,,
AFFS AmTrust Financial Services Inc,Financial Services,Property/Casaulty Insurance,,
AFFT AmTrust Financial Services Inc,Financial Services,Property/Casaulty Insurance,,
AFSIN AmTrust Financial Services Inc,Financial Services,Property/Casaulty Insurance,,
AFSIM AmTrust Financial Services Inc,Financial Services,Property/Casaulty Insurance,,
AFSIA AmTrust Financial Services Inc,Financial Services,Property/Casaulty Insurance,,
AFSIB AmTrust Financial Services Inc,Financial Services,Property/Casaulty Insurance,,
AFSIC AmTrust Financial Services Inc,Financial Services,Property/Casaulty Insurance,,
ASAM AssuranceAmerica Corp,Financial Services,Property/Casaulty Insurance,,
AFH Atlas Financial Holdings Inc,Financial Services,Property/Casaulty Insurance,,
AFHBL Atlas Financial Holdings Inc,Financial Services,Property/Casaulty Insurance,,
CINF Cincinnati Financial Corp,Financial Services,Property/Casaulty Insurance,,
CNFR Conifer Holdings Inc,Financial Services,Property/Casaulty Insurance,,
CNFRL Conifer Holdings Inc,Financial Services,Property/Casaulty Insurance,,
CWID Country-Wide Insurance Co,Financial Services,Property/Casaulty Insurance,,
ERIEB Erie Indemnity Co,Financial Services,Property/Casaulty Insurance,,
ERIE Erie Indemnity Co,Financial Services,Property/Casaulty Insurance,,
FNHC Fednat Holding Co,Financial Services,Property/Casaulty Insurance,,
FACO First Acceptance Corp,Financial Services,Property/Casaulty Insurance,,
GANS Gainsco Inc,Financial Services,Property/Casaulty Insurance,,
HALL Hallmark Financial Services Inc,Financial Services,Property/Casaulty Insurance,,
HCIIP HCI Group Inc,Financial Services,Property/Casaulty Insurance,,
HCI Hci Group Inc,Financial Services,Property/Casaulty Insurance,,
HRTG Heritage Insurance Holdings Inc,Financial Services,Property/Casaulty Insurance,,
ICCH ICC Holdings Inc,Financial Services,Property/Casaulty Insurance,,
L Loews Corp,Financial Services,Property/Casaulty Insurance,,
MCY Mercury General Corp,Financial Services,Property/Casaulty Insurance,,
NGHCN National General Holdings Corp,Financial Services,Property/Casaulty Insurance,,
NGHCO National General Holdings Corp,Financial Services,Property/Casaulty Insurance,,
NGHCZ National General Holdings Corp,Financial Services,Property/Casaulty Insurance,,
NGHC National General Holdings Corp,Financial Services,Property/Casaulty Insurance,,
NGHCP National General Holdings Corp,Financial Services,Property/Casaulty Insurance,,
NSEC National Security Group Inc,Financial Services,Property/Casaulty Insurance,,
NMIH NMI Holdings Inc,Financial Services,Property/Casaulty Insurance,,
ORI Old Republic International Corp,Financial Services,Property/Casaulty Insurance,,
PACV Pacific Ventures Group Inc,Financial Services,Property/Casaulty Insurance,,
PLMR Palomar Holdings Inc,Financial Services,Property/Casaulty Insurance,,
PPHI Positive Physicians Holdings Inc,Financial Services,Property/Casaulty Insurance,,
PGR Progressive Corp,Financial Services,Property/Casaulty Insurance,,
PROS ProSight Global Inc,Financial Services,Property/Casaulty Insurance,,
PTVCB Protective Insurance Corp,Financial Services,Property/Casaulty Insurance,,
PTVCA Protective Insurance Corp,Financial Services,Property/Casaulty Insurance,,
RLI RLI Corp,Financial Services,Property/Casaulty Insurance,,
SAFT Safety Insurance Group Inc,Financial Services,Property/Casaulty Insurance,,
SIGI Selective Insurance Group Inc,Financial Services,Property/Casaulty Insurance,,
STFC State Auto Financial Corp,Financial Services,Property/Casaulty Insurance,,
ALL Allstate Corp,Financial Services,Property/Casaulty Insurance,,
"ALL,D Allstate Corp",Financial Services,Property/Casaulty Insurance,,
"ALL,E Allstate Corp",Financial Services,Property/Casaulty Insurance,,
"ALL,F Allstate Corp",Financial Services,Property/Casaulty Insurance,,
"ALL,B Allstate Corp",Financial Services,Property/Casaulty Insurance,,
"ALL,H Allstate Corp",Financial Services,Property/Casaulty Insurance,,
"ALL,G Allstate Corp",Financial Services,Property/Casaulty Insurance,,
ALL Allstate Corp,Financial Services,Property/Casaulty Insurance,,
THGA Hanover Insurance Group Inc,Financial Services,Property/Casaulty Insurance,,
THG Hanover Insurance Group Inc,Financial Services,Property/Casaulty Insurance,,
SBBG Seibels Bruce Group Inc,Financial Services,Property/Casaulty Insurance,,
TRV Travelers Companies Inc,Financial Services,Property/Casaulty Insurance,,
UNAM Unico American Corp,Financial Services,Property/Casaulty Insurance,,
UFCS United Fire Group Inc,Financial Services,Property/Casaulty Insurance,,
UIHC United Insurance Holdings Corp,Financial Services,Property/Casaulty Insurance,,
UVE Universal Insurance Holdings Inc,Financial Services,Property/Casaulty Insurance,,
"WRB,E W. R. Berkley Corp",Financial Services,Property/Casaulty Insurance,,
"WRB,D W. R. Berkley Corp",Financial Services,Property/Casaulty Insurance,,
"WRB,C W. R. Berkley Corp",Financial Services,Property/Casaulty Insurance,,
"WRB,B W. R. Berkley Corp",Financial Services,Property/Casaulty Insurance,,
"WRB,B W. R. Berkley Corp",Financial Services,Property/Casaulty Insurance,,
WTM White Mountains Insurance Group Ltd,Financial Services,Property/Casaulty Insurance,,
BCOW 1895 Bancorp of Wisconsin Inc,Financial Services,Regional Banks,,
FISB 1st Capital Bank,Financial Services,Regional Banks,,
FCOB 1st Colonial Bancorp Inc,Financial Services,Regional Banks,,
FCCY 1st Constitution Bancorp,Financial Services,Regional Banks,,
SRCE 1st Source Corp,Financial Services,Regional Banks,,
ABTO AB&T Financial Corp,Financial Services,Regional Banks,,
ATHC Accelerated Technologies Holding Corp,Financial Services,Regional Banks,,
ACNB ACNB Corp,Financial Services,Regional Banks,,
ACBCQ Albina Community Bancorp,Financial Services,Regional Banks,,
ALRS Alerus Financial Corp,Financial Services,Regional Banks,,
ABTX Allegiance Bancshares Inc,Financial Services,Regional Banks,,
ABPA Allegiance Bank of North America,Financial Services,Regional Banks,,
ALLY Ally Financial Inc,Financial Services,Regional Banks,,
ATFS Altrust Financial Services Inc,Financial Services,Regional Banks,,
AMAL Amalgamated Bank,Financial Services,Regional Banks,,
AMBK American Bank Inc,Financial Services,Regional Banks,,
AMBZ American Business Bank,Financial Services,Regional Banks,,
AMRB American River Bankshares,Financial Services,Regional Banks,,
ARBV American Riviera Bank,Financial Services,Regional Banks,,
ABCB Ameris Bancorp,Financial Services,Regional Banks,,
ASRV Ameriserv Financial Inc,Financial Services,Regional Banks,,
ATLO Ames National Corp,Financial Services,Regional Banks,,
APLO Apollo Bancorp Inc,Financial Services,Regional Banks,,
AROW Arrow Financial Corp,Financial Services,Regional Banks,,
ASB Associated Banc-Corp,Financial Services,Regional Banks,,
"ASB,E Associated Banc-Corp",Financial Services,Regional Banks,,
"ASB,D Associated Banc-Corp",Financial Services,Regional Banks,,
"ASB,C Associated Banc-Corp",Financial Services,Regional Banks,,
ACBI Atlantic Capital Bancshares Inc,Financial Services,Regional Banks,,
AUB Atlantic Union Bankshares Corp,Financial Services,Regional Banks,,
AUBN Auburn National Bancorporation Inc,Financial Services,Regional Banks,,
AVBH Avidbank Holdings Inc,Financial Services,Regional Banks,,
BBBK Baker Boyer Bancorp,Financial Services,Regional Banks,,
BSPA Ballston Spa Bancorp Inc,Financial Services,Regional Banks,,
BANC Banc of California Inc,Financial Services,Regional Banks,,
"BANC,E Banc of California Inc",Financial Services,Regional Banks,,
"BANC,D Banc of California Inc",Financial Services,Regional Banks,,
BANF BancFirst Corp,Financial Services,Regional Banks,,
BKJ Bancorp of New Jersey Inc,Financial Services,Regional Banks,,
BCSO Bancorp of Southern Indiana,Financial Services,Regional Banks,,
BXS BancorpSouth Bank,Financial Services,Regional Banks,,
BFC Bank First Corp,Financial Services,Regional Banks,,
BARK Bank of Akron,Financial Services,Regional Banks,,
BORT Botetourt Bankshares Inc,Financial Services,Regional Banks,,
BOCH Bank of Commerce Holdings,Financial Services,Regional Banks,,
BOH Bank of Hawaii Corp,Financial Services,Regional Banks,,
BMRC Bank of Marin Bancorp,Financial Services,Regional Banks,,
BSFO Bank of San Francisco,Financial Services,Regional Banks,,
BSCA Bank of Santa Clarita,Financial Services,Regional Banks,,
BKSC Bank of South Carolina,Financial Services,Regional Banks,,
BOTJ Bank of the James,Financial Services,Regional Banks,,
BKUT Bank of Utica,Financial Services,Regional Banks,,
BKUTK Bank of Utica,Financial Services,Regional Banks,,
OZK Bank Ozk,Financial Services,Regional Banks,,
BKRL Bank Reale,Financial Services,Regional Banks,,
BSVN Bank7 Corp,Financial Services,Regional Banks,,
BKU BankUnited Inc,Financial Services,Regional Banks,,
BWFG Bankwell Financial Group Inc,Financial Services,Regional Banks,,
BANR Banner Corp,Financial Services,Regional Banks,,
BHB Bar Harbor Bankshares,Financial Services,Regional Banks,,
BAYK Bay Banks of Virginia Inc,Financial Services,Regional Banks,,
BAYN Bay National Corp,Financial Services,Regional Banks,,
BCML BayCom Corp,Financial Services,Regional Banks,,
BCBP BCB Bancorp Inc,Financial Services,Regional Banks,,
BCBF Beach Community Bancshares Inc,Financial Services,Regional Banks,,
BWAL Beach Community Bank,Financial Services,Regional Banks,,
BMBN Benchmark Bankshares Inc,Financial Services,Regional Banks,,
BEOB BEO Bancorp,Financial Services,Regional Banks,,
BERK Berkshire Bancorp Inc,Financial Services,Regional Banks,,
BHLB Berkshire Hills Bancorp Inc,Financial Services,Regional Banks,,
BHWB Blackhawk Bancorp Inc,Financial Services,Regional Banks,,
BLHK Blueharbor Bank,Financial Services,Regional Banks,,
BNCC BNCCorp Inc,Financial Services,Regional Banks,,
BOKF BOK Financial Corp,Financial Services,Regional Banks,,
BOKFL BOK Financial Corp,Financial Services,Regional Banks,,
BOLB Bol Bancshares Inc,Financial Services,Regional Banks,,
BOLBP Bol Bancshares Inc,Financial Services,Regional Banks,,
BPFH Boston Private Financial Holdings Inc,Financial Services,Regional Banks,,
BYLB Boyle Bancorp Inc,Financial Services,Regional Banks,,
BDGE Bridge Bancorp Inc,Financial Services,Regional Banks,,
BWB Bridgewater Bancshares Inc,Financial Services,Regional Banks,,
BRBW Brunswick Bancorp,Financial Services,Regional Banks,,
BMTC Bryn Mawr Bank Corp,Financial Services,Regional Banks,,
BKYT Buckeye State Bank,Financial Services,Regional Banks,,
BFST Business First Bancshares Inc,Financial Services,Regional Banks,,
BY Byline Bancorp Inc,Financial Services,Regional Banks,,
CFFI C&F Financial Corp,Financial Services,Regional Banks,,
CALB California BanCorp,Financial Services,Regional Banks,,
CABB California Business Bank,Financial Services,Regional Banks,,
CFNB California First National Bancorp,Financial Services,Regional Banks,,
TYCB Calvin B Taylor Bankshares Inc,Financial Services,Regional Banks,,
CALW Calwest Bancorp,Financial Services,Regional Banks,,
CATC Cambridge Bancorp,Financial Services,Regional Banks,,
CAC Camden National Corp,Financial Services,Regional Banks,,
CYBA Canyon Bancorp,Financial Services,Regional Banks,,
CCBG Capital City Bank Group Inc,Financial Services,Regional Banks,,
CTDN Capital Directions Inc,Financial Services,Regional Banks,,
CAPB CapitalSouth Bancorp,Financial Services,Regional Banks,,
CSTR CapStar Financial Holdings Inc,Financial Services,Regional Banks,,
CARO Carolina Financial Corp,Financial Services,Regional Banks,,
FSGB First Federal Bank of California FSB,Financial Services,Saving Banks,,
AFBA Allied First Bancorp Inc,Financial Services,Saving Banks,,
AMFC AMB Financial Corp,Financial Services,Saving Banks,,
AFNL Amfin Financial Corp,Financial Services,Saving Banks,,
ATIN ATI Nationwide Holding Corp,Financial Services,Saving Banks,,
ABBB Auburn Bancorp Inc,Financial Services,Saving Banks,,
AXO Axos Financial Inc,Financial Services,Saving Banks,,
AX Axos Financial Inc,Financial Services,Saving Banks,,
BAFI Bancaffiliated Inc,Financial Services,Saving Banks,,
BCTF Bancorp 34 Inc,Financial Services,Saving Banks,,
BFIN BankFinancial Corp,Financial Services,Saving Banks,,
BBXTB BBX Capital Corp,Financial Services,Saving Banks,,
BBX BBX Capital Corp,Financial Services,Saving Banks,,
BFFI Ben Franklin Financial Inc,Financial Services,Saving Banks,,
BHBCQ Beverly Hills Bancorp Inc,Financial Services,Saving Banks,,
BRBI Blue River Bancshares Inc,Financial Services,Saving Banks,,
BYFC Broadway Financial Corp,Financial Services,Saving Banks,,
BRKL Brookline Bancorp Inc,Financial Services,Saving Banks,,
BVFL BV Financial Inc,Financial Services,Saving Banks,,
CFFN Capitol Federal Financial Inc,Financial Services,Saving Banks,,
CART Carolina Trust Bancshares Inc,Financial Services,Saving Banks,,
CARV Carver Bancorp Inc,Financial Services,Saving Banks,,
CBMB CBM Bancorp Inc,Financial Services,Saving Banks,,
CCFC CCSB Financial Corp,Financial Services,Saving Banks,,
CECL Cecil Bancorp Inc,Financial Services,Saving Banks,,
CFBK Central Federal Corp,Financial Services,Saving Banks,,
CNNB Cincinnati Bancorp,Financial Services,Saving Banks,,
CZWI Citizens Community Bancorp Inc,Financial Services,Saving Banks,,
CIZN Citizens Holding Co,Financial Services,Saving Banks,,
CLBK Columbia Financial Inc,Financial Services,Saving Banks,,
CFBI Community First Bancshares Inc,Financial Services,Saving Banks,,
CIBN Community Investors Bancorp Inc,Financial Services,Saving Banks,,
CCSB Community Savings Bancorp Inc,Financial Services,Saving Banks,,
CRZY Crazy Woman Creek Bancorp Inc,Financial Services,Saving Banks,,
CULL Cullman Bancorp Inc,Financial Services,Saving Banks,,
DCOM Dime Community Bancshares Inc,Financial Services,Saving Banks,,
DSFN DSA Financial Corp,Financial Services,Saving Banks,,
EFBI Eagle Financial Bancorp Inc,Financial Services,Saving Banks,,
ESDF East Side Financial Inc,Financial Services,Saving Banks,,
ESBK Elmira Savings Bank,Financial Services,Saving Banks,,
ERKH Eureka Homestead Bancorp Inc,Financial Services,Saving Banks,,
FMBL Farmers And Merchants Bank of Long Beach,Financial Services,Saving Banks,,
FFBW Ffbw Inc,Financial Services,Saving Banks,,
FFDF FFD Financial Corp,Financial Services,Saving Banks,,
FFWC FFW Corp,Financial Services,Saving Banks,,
FDLB Fidelity Federal Bancorp,Financial Services,Saving Banks,,
FBPI First Bancorp of Indiana Inc,Financial Services,Saving Banks,,
FBSI First Bancshares Inc (Missouri),Financial Services,Saving Banks,,
FCPB First Capital Bancshares Inc,Financial Services,Saving Banks,,
FDEF First Defiance Financial Corp,Financial Services,Saving Banks,,
FFNW First Financial Northwest Inc,Financial Services,Saving Banks,,
FNFPA First Niles Financial Inc,Financial Services,Saving Banks,,
FNFI First Niles Financial Inc,Financial Services,Saving Banks,,
FNWB First Northwest Bancorp,Financial Services,Saving Banks,,
FRFC First Robinson Financial Cororation,Financial Services,Saving Banks,,
FSEA First Seacoast Bancorp,Financial Services,Saving Banks,,
FSBC FSB Bancorp Inc,Financial Services,Saving Banks,,
GWBK Gateway Bank FSB,Financial Services,Saving Banks,,
GOVB Gouverneur Bancorp Inc,Financial Services,Saving Banks,,
GTPS Great American Bancorp Inc,Financial Services,Saving Banks,,
GSBC Great Southern Bancorp Inc,Financial Services,Saving Banks,,
GCBC Greene County Bancorp Inc,Financial Services,Saving Banks,,
GVFF Greenville Federal Financial Corp,Financial Services,Saving Banks,,
GFED Guaranty Federal Bancshares Inc,Financial Services,Saving Banks,,
HARL Harleysville Financial Corp,Financial Services,Saving Banks,,
HBIN Hbancorporation Inc,Financial Services,Saving Banks,,
HFBA HFB Financial Corp,Financial Services,Saving Banks,,
HCBC High Country Bancorp Inc,Financial Services,Saving Banks,,
HIFS Hingham Institution For Savings,Financial Services,Saving Banks,,
HMNF HMN Financial Inc,Financial Services,Saving Banks,,
HBCP Home Bancorp Inc,Financial Services,Saving Banks,,
HFBL Home Federal Bancorp Inc of Louisiana,Financial Services,Saving Banks,,
HWEN Home Financial Bancorp,Financial Services,Saving Banks,,
HLFN Home Loan Financial Corp,Financial Services,Saving Banks,,
HTBI Hometrust Bancshares Inc,Financial Services,Saving Banks,,
IBKC IBERIABANK Corp,Financial Services,Saving Banks,,
IBKCP IBERIABANK Corp,Financial Services,Saving Banks,,
IBKCO IBERIABANK Corp,Financial Services,Saving Banks,,
IBKCN IBERIABANK Corp,Financial Services,Saving Banks,,
IROQ IF Bancorp Inc,Financial Services,Saving Banks,,
IFBH IFB Holdings Inc,Financial Services,Saving Banks,,
ISBC Investors Bancorp Inc,Financial Services,Saving Banks,,
KRNY Kearny Financial Corp,Financial Services,Saving Banks,,
KTYB Kentucky Bancshares Inc,Financial Services,Saving Banks,,
KFFB Kentucky First Federal Bancorp,Financial Services,Saving Banks,,
LSBK Lake Shore Bancorp Inc,Financial Services,Saving Banks,,
LARK Landmark Bancorp Inc,Financial Services,Saving Banks,,
LNXW Lenox Wealth Management Inc,Financial Services,Saving Banks,,
LSFG Lifestore Financial Group Inc,Financial Services,Saving Banks,,
LPBC Lincoln Park Bancorp,Financial Services,Saving Banks,,
